"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2015-10","EU_EEA31","EU/EEA",99.525498000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2015-10","EU28","EU",99.520855000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2015-10","UK","United Kingdom",99.980150850,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2015-11","EU_EEA31","EU/EEA",99.534554000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2015-11","EU28","EU",99.531240000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2015-11","UK","United Kingdom",99.955575290,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2015-12","EU_EEA31","EU/EEA",98.771131000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2015-12","EU28","EU",98.762477000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2015-12","UK","United Kingdom",99.974259970,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016","EU_EEA31","EU/EEA",99.851621000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016","EU28","EU",99.850152000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-01","EU_EEA31","EU/EEA",99.646233000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-01","EU28","EU",99.644197000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-01","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-02","EU_EEA31","EU/EEA",99.955069000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-02","EU28","EU",99.954778000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-02","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-03","EU_EEA31","EU/EEA",99.925423000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-03","EU28","EU",99.924975000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-03","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-04","EU_EEA31","EU/EEA",99.696499000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-04","EU28","EU",99.694314000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-04","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-05","EU_EEA31","EU/EEA",99.873344000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-05","EU28","EU",99.872347000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-05","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-06","EU_EEA31","EU/EEA",99.947923000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-06","EU28","EU",99.947322000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-06","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-07","EU_EEA31","EU/EEA",99.865869000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-07","EU28","EU",99.863382000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-07","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-08","EU_EEA31","EU/EEA",99.848217000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-08","EU28","EU",99.845822000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-08","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-09","EU_EEA31","EU/EEA",99.857653000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-09","EU28","EU",99.856539000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-09","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-10","EU_EEA31","EU/EEA",99.765093000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-10","EU28","EU",99.762386000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-10","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-11","EU_EEA31","EU/EEA",99.870859000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-11","EU28","EU",99.869821000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-11","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-12","EU_EEA31","EU/EEA",99.965491000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-12","EU28","EU",99.965268000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2016-12","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017","EU_EEA31","EU/EEA",99.846098000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017","EU28","EU",99.843595000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017","UK","United Kingdom",99.998420320,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-01","EU_EEA31","EU/EEA",99.746886000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-01","EU28","EU",99.743849000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-01","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-02","EU_EEA31","EU/EEA",99.790982000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-02","EU28","EU",99.788743000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-02","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-03","EU_EEA31","EU/EEA",99.891422000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-03","EU28","EU",99.890377000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-03","UK","United Kingdom",99.975633520,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-04","EU_EEA31","EU/EEA",99.887545000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-04","EU28","EU",99.886072000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-04","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-05","EU_EEA31","EU/EEA",99.909090000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-05","EU28","EU",99.907998000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-05","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-06","EU_EEA31","EU/EEA",99.932557000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-06","EU28","EU",99.931343000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-06","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-07","EU_EEA31","EU/EEA",99.898942000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-07","EU28","EU",99.896322000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-07","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-08","EU_EEA31","EU/EEA",99.822415000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-08","EU28","EU",99.818285000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-08","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-09","EU_EEA31","EU/EEA",99.772957000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-09","EU28","EU",99.769727000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-09","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-10","EU_EEA31","EU/EEA",99.868024000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-10","EU28","EU",99.865919000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-10","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-11","EU_EEA31","EU/EEA",99.732156000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-11","EU28","EU",99.727836000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-11","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-12","EU_EEA31","EU/EEA",99.826168000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-12","EU28","EU",99.824193000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Age","%","2017-12","UK","United Kingdom",100.000000000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007","EU_EEA31","EU/EEA",98.524976000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007","EU28","EU",98.504975000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007","UK","United Kingdom",98.859098680,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-01","EU_EEA31","EU/EEA",99.433204000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-01","EU28","EU",99.436105000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-01","UK","United Kingdom",98.911353030,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-02","EU_EEA31","EU/EEA",99.385678000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-02","EU28","EU",99.380745000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-02","UK","United Kingdom",98.757763970,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-03","EU_EEA31","EU/EEA",99.444897000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-03","EU28","EU",99.439498000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-03","UK","United Kingdom",99.096573200,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-04","EU_EEA31","EU/EEA",99.423790000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-04","EU28","EU",99.425379000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-04","UK","United Kingdom",98.738633030,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-05","EU_EEA31","EU/EEA",99.312288000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-05","EU28","EU",99.308492000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-05","UK","United Kingdom",98.436606290,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-06","EU_EEA31","EU/EEA",99.394652000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-06","EU28","EU",99.385771000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-06","UK","United Kingdom",98.862519300,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-07","EU_EEA31","EU/EEA",99.278228000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-07","EU28","EU",99.258918000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-07","UK","United Kingdom",98.534745390,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-08","EU_EEA31","EU/EEA",99.436017000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-08","EU28","EU",99.424811000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-08","UK","United Kingdom",99.049630410,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-09","EU_EEA31","EU/EEA",99.462421000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-09","EU28","EU",99.454911000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-09","UK","United Kingdom",98.918918910,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-10","EU_EEA31","EU/EEA",99.477117000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-10","EU28","EU",99.470552000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-10","UK","United Kingdom",99.195618680,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-11","EU_EEA31","EU/EEA",99.539374000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-11","EU28","EU",99.533963000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-11","UK","United Kingdom",98.946212950,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-12","EU_EEA31","EU/EEA",99.583886000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-12","EU28","EU",99.579041000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2007-12","UK","United Kingdom",98.933252050,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008","EU_EEA31","EU/EEA",99.168806000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008","EU28","EU",99.156366000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008","UK","United Kingdom",98.692657660,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-01","EU_EEA31","EU/EEA",99.034852000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-01","EU28","EU",99.024918000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-01","UK","United Kingdom",98.897869210,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-02","EU_EEA31","EU/EEA",99.048516000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-02","EU28","EU",99.039650000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-02","UK","United Kingdom",98.817966900,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-03","EU_EEA31","EU/EEA",99.233038000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-03","EU28","EU",99.232838000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-03","UK","United Kingdom",99.065420560,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-04","EU_EEA31","EU/EEA",99.366463000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-04","EU28","EU",99.358547000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-04","UK","United Kingdom",99.027815280,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-05","EU_EEA31","EU/EEA",99.293606000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-05","EU28","EU",99.284534000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-05","UK","United Kingdom",99.025263570,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-06","EU_EEA31","EU/EEA",98.716725000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-06","EU28","EU",98.696579000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-06","UK","United Kingdom",98.880991980,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-07","EU_EEA31","EU/EEA",99.172075000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-07","EU28","EU",99.152794000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-07","UK","United Kingdom",98.356879600,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-08","EU_EEA31","EU/EEA",99.208529000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-08","EU28","EU",99.188892000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-08","UK","United Kingdom",98.639455780,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-09","EU_EEA31","EU/EEA",99.364738000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-09","EU28","EU",99.356212000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-09","UK","United Kingdom",98.685145700,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-10","EU_EEA31","EU/EEA",99.240235000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-10","EU28","EU",99.225060000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-10","UK","United Kingdom",98.580042790,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-11","EU_EEA31","EU/EEA",99.221763000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-11","EU28","EU",99.213890000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-11","UK","United Kingdom",98.620533690,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-12","EU_EEA31","EU/EEA",99.174481000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-12","EU28","EU",99.168348000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2008-12","UK","United Kingdom",97.920997920,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009","EU_EEA31","EU/EEA",99.311938000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009","EU28","EU",99.302963000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009","UK","United Kingdom",98.691634760,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-01","EU_EEA31","EU/EEA",99.366601000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-01","EU28","EU",99.370037000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-01","UK","United Kingdom",98.850574710,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-02","EU_EEA31","EU/EEA",99.178323000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-02","EU28","EU",99.181540000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-02","UK","United Kingdom",98.695893450,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-03","EU_EEA31","EU/EEA",99.234063000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-03","EU28","EU",99.222927000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-03","UK","United Kingdom",98.572076150,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-04","EU_EEA31","EU/EEA",99.096717000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-04","EU28","EU",99.086384000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-04","UK","United Kingdom",97.793945080,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-05","EU_EEA31","EU/EEA",99.294245000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-05","EU28","EU",99.284753000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-05","UK","United Kingdom",98.678414090,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-06","EU_EEA31","EU/EEA",99.098616000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-06","EU28","EU",99.082402000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-06","UK","United Kingdom",98.252943410,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-07","EU_EEA31","EU/EEA",99.541475000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-07","EU28","EU",99.530935000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-07","UK","United Kingdom",99.067761230,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-08","EU_EEA31","EU/EEA",99.294257000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-08","EU28","EU",99.280844000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-08","UK","United Kingdom",98.348623850,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-09","EU_EEA31","EU/EEA",99.324910000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-09","EU28","EU",99.314565000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-09","UK","United Kingdom",98.785117690,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-10","EU_EEA31","EU/EEA",99.430973000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-10","EU28","EU",99.423046000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-10","UK","United Kingdom",98.921464370,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-11","EU_EEA31","EU/EEA",99.500224000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-11","EU28","EU",99.496384000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-11","UK","United Kingdom",99.144365550,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-12","EU_EEA31","EU/EEA",99.384775000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-12","EU28","EU",99.380134000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2009-12","UK","United Kingdom",99.116607770,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010","EU_EEA31","EU/EEA",99.452166000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010","EU28","EU",99.445205000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010","UK","United Kingdom",99.241799190,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-01","EU_EEA31","EU/EEA",99.457103000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-01","EU28","EU",99.453846000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-01","UK","United Kingdom",98.826530610,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-02","EU_EEA31","EU/EEA",99.370960000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-02","EU28","EU",99.365438000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-02","UK","United Kingdom",99.186235750,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-03","EU_EEA31","EU/EEA",99.443384000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-03","EU28","EU",99.438742000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-03","UK","United Kingdom",99.213327160,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-04","EU_EEA31","EU/EEA",99.252193000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-04","EU28","EU",99.244817000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-04","UK","United Kingdom",99.197063540,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-05","EU_EEA31","EU/EEA",99.307893000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-05","EU28","EU",99.301711000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-05","UK","United Kingdom",99.129971590,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-06","EU_EEA31","EU/EEA",99.448536000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-06","EU28","EU",99.443168000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-06","UK","United Kingdom",99.327331050,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-07","EU_EEA31","EU/EEA",99.488211000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-07","EU28","EU",99.479521000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-07","UK","United Kingdom",99.237963280,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-08","EU_EEA31","EU/EEA",99.558793000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-08","EU28","EU",99.547661000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-08","UK","United Kingdom",99.170506910,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-09","EU_EEA31","EU/EEA",99.505125000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-09","EU28","EU",99.497712000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-09","UK","United Kingdom",99.434596570,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-10","EU_EEA31","EU/EEA",99.230563000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-10","EU28","EU",99.220610000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-10","UK","United Kingdom",99.145299140,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-11","EU_EEA31","EU/EEA",99.639229000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-11","EU28","EU",99.635466000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-11","UK","United Kingdom",99.308792790,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-12","EU_EEA31","EU/EEA",99.636831000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-12","EU28","EU",99.634229000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2010-12","UK","United Kingdom",99.583435430,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011","EU_EEA31","EU/EEA",99.505974000,""
